"logZ"
0
-0.09521940996125
-0.207596785980649
-0.360265051941543
-0.550386173657621
-0.762492759847055
-1.00479755780432
-1.26518297633987
-1.54148786390241
-1.83131740674372
-2.13550530862958
-2.49281784973753
-2.90781286430634
-3.36345833318783
-3.83347898439241
-4.37569561391512
-4.93512171846919
-5.55533675995409
-6.25241650077062
-7.09065465704223
-7.93862845148495
-8.82192638974277
-9.76642686863421
-10.7983993453176
-11.9087469626998
-13.0682197528481
-14.397291971634
-15.9564105567598
-17.7192765096637
-19.6016298333792
-21.5824452951066
-23.7103101661981
-26.1878570691534
-28.7934965455401
-31.6633786277465
-34.6660627341239
-37.9126157436376
-41.8389015908516
-46.4718491708419
-51.2916996445878
-56.5023420641095
-62.8902035872448
-68.8000708998888
-75.8412231853838
-83.2541327770732
-91.2785994843374
-99.8844810899349
-109.311481591388
-119.87437537222
-131.328146319518
-143.117128660866
-156.213192721891
-170.649095426336
-186.581279641098
-203.868647333455
-222.915085615321
-237.382825870577
